NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
NYNRIN	1	NYNRIN	
PIR	1	PIR	
FLT3LG	1	FLT3LG	
FAM110B	1	FAM110B	
SLITRK4	1	SLITRK4	
THAP11	1	THAP11	
BTN3A1	1	BTN3A1	
MAPT	1	MAPT	
AHRR	1	AHRR	
EFHC1	1	EFHC1	
PCDHGB5	1	PCDHGB5	
GABPA	1	GABPA	
DHRS4-AS1	1	DHRS4-AS1	
CCND1	1	CCND1	
KAZALD1	1	KAZALD1	
H6PD	1	H6PD	
PLCXD3	1	PLCXD3	
LY6E	1	LY6E	
TULP4	1	TULP4	
UHRF2	1	UHRF2	
AGMO	1	AGMO	
NSD3	1	NSD3	
TET1	1	TET1	
LYPD1	1	LYPD1	
EIF4EBP1	1	EIF4EBP1	
MARCKS	1	MARCKS	
NALF1	1	NALF1	
CYP27A1	1	CYP27A1	
CADM1	1	CADM1	
ZNF740	1	ZNF740	
CBX3	1	CBX3	
ARHGAP11B	1	ARHGAP11B	
PRKAG1	1	PRKAG1	
BBS9	1	BBS9	
TMTC4	1	TMTC4	
TAF4B	1	TAF4B	
EZH1	1	EZH1	
ST3GAL2	1	ST3GAL2	
ZBTB8A	1	ZBTB8A	
CDK14	1	CDK14	
SLC6A16	1	SLC6A16	
PARP8	1	PARP8	
DYRK2	1	DYRK2	
C3orf80	1	C3orf80	
CACNA1A	1	CACNA1A	
RERG	1	RERG	
PTPN12	1	PTPN12	
THBS1	1	THBS1	
ZSCAN29	1	ZSCAN29	
DENND6B	1	DENND6B	
RELN	1	RELN	
VSTM4	1	VSTM4	
SCN1B	1	SCN1B	
PCMTD2	1	PCMTD2	
ING1	1	ING1	
MAPKBP1	1	MAPKBP1	
KCNJ15	1	KCNJ15	
HSF4	1	HSF4	
CDH12	1	CDH12	
AKAP13	1	AKAP13	
NFYA	1	NFYA	
LFNG	1	LFNG	
CD47	1	CD47	
IRS2	1	IRS2	
TNFAIP8	1	TNFAIP8	
PHF23	1	PHF23	
KLF10	1	KLF10	
PPFIA4	1	PPFIA4	
RNF152	1	RNF152	
POLRMT	1	POLRMT	
LAMA5	1	LAMA5	
NINJ2	1	NINJ2	
LXN	1	LXN	
FST	1	FST	
ELAPOR2	1	ELAPOR2	
RAB20	1	RAB20	
GABRB2	1	GABRB2	
ALDH1A3-AS1	1	ALDH1A3-AS1	
FMN1	1	FMN1	
RELB	1	RELB	
ZNF560	1	ZNF560	
CARD6	1	CARD6	
NAV1	1	NAV1	
HP1BP3	1	HP1BP3	
DALRD3	1	DALRD3	
ADAM22	1	ADAM22	
IFITM1	1	IFITM1	
KCND2	1	KCND2	
GVINP1	1	GVINP1	
KCNK15	1	KCNK15	
APOL3	1	APOL3	
SUPT20H	1	SUPT20H	
MLLT6	1	MLLT6	
PRG4	1	PRG4	
PCF11	1	PCF11	
TSHZ2	1	TSHZ2	
CRISPLD1	1	CRISPLD1	
FOXO4	1	FOXO4	
MYL6B	1	MYL6B	
SCARA3	1	SCARA3	
IFT140	1	IFT140	
CAMK4	1	CAMK4	
BEX4	1	BEX4	
UBXN7	1	UBXN7	
B3GNT5	1	B3GNT5	
PLCG1	1	PLCG1	
PABPC1L	1	PABPC1L	
FAM78A	1	FAM78A	
TSHZ3-AS1	1	TSHZ3-AS1	
HAGLR	1	HAGLR	
NOL4L	1	NOL4L	
B3GNT8	1	B3GNT8	
DLC1	1	DLC1	
SCN2A	1	SCN2A	
COQ8A	1	COQ8A	
ANG	1	ANG	
ZNF37BP	1	ZNF37BP	
CHD4	1	CHD4	
MSL1	1	MSL1	
STEAP2	1	STEAP2	
ZNF783	1	ZNF783	
LMO4	1	LMO4	
NKX3-2	1	NKX3-2	
MIPEP	1	MIPEP	
ERF	1	ERF	
WASF2	1	WASF2	
APCDD1L	1	APCDD1L	
MDFIC	1	MDFIC	
ZSWIM4	1	ZSWIM4	
ADCY10P1	1	ADCY10P1	
SMO	1	SMO	
KCNMB2	1	KCNMB2	
LRRK2	1	LRRK2	
CTTNBP2	1	CTTNBP2	
SSBP3	1	SSBP3	
IRF9	1	IRF9	
SERPINE2	1	SERPINE2	
CMTM8	1	CMTM8	
KALRN	1	KALRN	
CFAP54	1	CFAP54	
PCDHB6	1	PCDHB6	
IMMT	1	IMMT	
GULP1	1	GULP1	
HLX	1	HLX	
PSMB9	1	PSMB9	
SETBP1	1	SETBP1	
ACVR1	1	ACVR1	
IFT80	1	IFT80	
AKR1C2	1	AKR1C2	
AGTR1	1	AGTR1	
RUFY3	1	RUFY3	
CCDC142	1	CCDC142	
SF3A2	1	SF3A2	
PROX1	1	PROX1	
TWIST2	1	TWIST2	
FABP5P7	1	FABP5P7	
UBR5	1	UBR5	
CNTN3	1	CNTN3	
TMEM171	1	TMEM171	
MMP2	1	MMP2	
GRIN2D	1	GRIN2D	
STMN2	1	STMN2	
GOLGA8A	1	GOLGA8A	
SSBP2	1	SSBP2	
HS3ST1	1	HS3ST1	
ZNF32	1	ZNF32	
PJA2	1	PJA2	
OTULIN	1	OTULIN	
SYNGAP1	1	SYNGAP1	
FBLN7	1	FBLN7	
BACH2	1	BACH2	
SH2D1A	1	SH2D1A	
JUN	1	JUN	
DZIP1	1	DZIP1	
ARHGEF15	1	ARHGEF15	
CCL7	1	CCL7	
ISLR	1	ISLR	
SLC39A10	1	SLC39A10	
ADGRA3	1	ADGRA3	
SPTBN2	1	SPTBN2	
PI15	1	PI15	
FAM163A	1	FAM163A	
LZTS2	1	LZTS2	
RNF182	1	RNF182	
FBXO30	1	FBXO30	
FBXO4	1	FBXO4	
PLEKHO1	1	PLEKHO1	
EDNRB	1	EDNRB	
SOX17	1	SOX17	
DNAJC17	1	DNAJC17	
MYADM	1	MYADM	
ACSS3	1	ACSS3	
EREG	1	EREG	
DLG3	1	DLG3	
ZNF135	1	ZNF135	
CACNA2D4	1	CACNA2D4	
TNFAIP6	1	TNFAIP6	
GSN	1	GSN	
EXOC3L2	1	EXOC3L2	
MAP2K6	1	MAP2K6	
SERPINF1	1	SERPINF1	
ANTXR1	1	ANTXR1	
CHST2	1	CHST2	
KCTD1	1	KCTD1	
PPP2R2B	1	PPP2R2B	
PLCH1	1	PLCH1	
TRIM16	1	TRIM16	
LINC01234	1	LINC01234	
SETD5	1	SETD5	
SLC15A3	1	SLC15A3	
NXPH4	1	NXPH4	
MANCR	1	MANCR	
RGL1	1	RGL1	
RTF1	1	RTF1	
THOC6	1	THOC6	
UST	1	UST	
MAML1	1	MAML1	
ADAMTS4	1	ADAMTS4	
EML1	1	EML1	
ADGRL3	1	ADGRL3	
RPUSD2	1	RPUSD2	
ATXN7L3	1	ATXN7L3	
SKI	1	SKI	
DNER	1	DNER	
FRMD4A	1	FRMD4A	
TNPO3	1	TNPO3	
CDK5R2	1	CDK5R2	
DOP1B	1	DOP1B	
PKNOX1	1	PKNOX1	
SRRM2	1	SRRM2	
A2M	1	A2M	
SAMD14	1	SAMD14	
TNKS	1	TNKS	
PHF12	1	PHF12	
AMPD2	1	AMPD2	
SNX9	1	SNX9	
TGFB1I1	1	TGFB1I1	
ITPRIP	1	ITPRIP	
ADAMTSL2	1	ADAMTSL2	
MUTYH	1	MUTYH	
CBSL	1	CBSL	
DYNLT5	1	DYNLT5	
NECTIN2	1	NECTIN2	
EIF5	1	EIF5	
SYNDIG1	1	SYNDIG1	
PKD1P2	1	PKD1P2	
PGR	1	PGR	
PANTR1	1	PANTR1	
PSAP	1	PSAP	
PRAF2	1	PRAF2	
PTPN13	1	PTPN13	
RAMP3	1	RAMP3	
HNF4G	1	HNF4G	
SLC12A6	1	SLC12A6	
TMEM65	1	TMEM65	
PLXNA4	1	PLXNA4	
VNN1	1	VNN1	
RPL31	1	RPL31	
MEX3A	1	MEX3A	
ATG12	1	ATG12	
NRDE2	1	NRDE2	
UNC5C	1	UNC5C	
C6orf141	1	C6orf141	
RAP2C	1	RAP2C	
COL21A1	1	COL21A1	
ZNF391	1	ZNF391	
LDLRAD4	1	LDLRAD4	
ZNF445	1	ZNF445	
MGA	1	MGA	
ZNF827	1	ZNF827	
FLJ20021	1	FLJ20021	
INO80B	1	INO80B	
TNRC18	1	TNRC18	
PTGS2	1	PTGS2	
LRRC73	1	LRRC73	
SSPOP	1	SSPOP	
FAM102B	1	FAM102B	
VPS51	1	VPS51	
LINC01419	1	LINC01419	
SHC3	1	SHC3	
CYP2E1	1	CYP2E1	
NIPBL	1	NIPBL	
ADAR	1	ADAR	
DSE	1	DSE	
ANKRD11	1	ANKRD11	
SMC4	1	SMC4	
NDST3	1	NDST3	
PRDM10	1	PRDM10	
EMC7	1	EMC7	
DPT	1	DPT	
GSDMB	1	GSDMB	
SCN7A	1	SCN7A	
GANC	1	GANC	
CRTC3	1	CRTC3	
SIAH2	1	SIAH2	
FAM9C	1	FAM9C	
ZNF251	1	ZNF251	
ABCA9	1	ABCA9	
SPTBN5	1	SPTBN5	
PKNOX2	1	PKNOX2	
CLCF1	1	CLCF1	
UBTD2	1	UBTD2	
HOOK3	1	HOOK3	
ST8SIA4	1	ST8SIA4	
SH3GL1	1	SH3GL1	
TRAK2	1	TRAK2	
JMY	1	JMY	
CUL4B	1	CUL4B	
INSRR	1	INSRR	
ST3GAL1	1	ST3GAL1	
C11orf49	1	C11orf49	
INAVA	1	INAVA	
RPS23	1	RPS23	
ZNF503	1	ZNF503	
GGT4P	1	GGT4P	
BTG1	1	BTG1	
FABP5	1	FABP5	
ENSG00000233491	1	LOC100128317	
LONRF1	1	LONRF1	
NKX6-1	1	NKX6-1	
GXYLT2	1	GXYLT2	
FGFR1	1	FGFR1	
ADM	1	ADM	
KLHL17	1	KLHL17	
INKA1	1	INKA1	
ADO	1	ADO	
CCN4	1	CCN4	
CAPRIN2	1	CAPRIN2	
DAB2IP	1	DAB2IP	
CTDSP1	1	CTDSP1	
WDR13	1	WDR13	
YJEFN3	1	YJEFN3	
C7	1	C7	
SRGAP2	1	SRGAP2	
ZFP36L1	1	ZFP36L1	
WDR82	1	WDR82	
ENSG00000283196	1	LOC107985911	
ENSG00000256594	1	LOC374443	
PTGS1	1	PTGS1	
HERC1	1	HERC1	
RPS21	1	RPS21	
USP32P1	1	USP32P1	
NTRK3	1	NTRK3	
ATXN3	1	ATXN3	
PTPRB	1	PTPRB	
TOGARAM1	1	TOGARAM1	
HVCN1	1	HVCN1	
PTCH2	1	PTCH2	
RPL13A	1	RPL13A	
THBS2	1	THBS2	
KLHL4	1	KLHL4	
AR	1	AR	
TNFRSF1A	1	TNFRSF1A	
PCDH9	1	PCDH9	
CHRD	1	CHRD	
TBX18	1	TBX18	
KLRC2	1	KLRC2	
ZFP62	1	ZFP62	
LYPD3	1	LYPD3	
DTWD1	1	DTWD1	
HMGA1	1	HMGA1	
BDKRB2	1	BDKRB2	
CSRNP3	1	CSRNP3	
ZNF792	1	ZNF792	
HCN1	1	HCN1	
FLRT2	1	FLRT2	
SASH1	1	SASH1	
STK36	1	STK36	
MAT2B	1	MAT2B	
STX10	1	STX10	
DTX3	1	DTX3	
FOXK1	1	FOXK1	
C3AR1	1	C3AR1	
KCNC3	1	KCNC3	
CNKSR2	1	CNKSR2	
RABL2B	1	RABL2B	
ATL1	1	ATL1	
MIR3142HG	1	MIR3142HG	
TXLNB	1	TXLNB	
NDUFAF1	1	NDUFAF1	
EPHB4	1	EPHB4	
IFT172	1	IFT172	
AADAT	1	AADAT	
FAM225B	1	FAM225B	
ENSG00000225649	1	LOC100506474	
VCAM1	1	VCAM1	
ATP8B4	1	ATP8B4	
PLA2G7	1	PLA2G7	
MSL3	1	MSL3	
BAIAP2-DT	1	BAIAP2-DT	
CNTNAP3B	1	CNTNAP3B	
RNF181	1	RNF181	
FAM171A1	1	FAM171A1	
EHBP1	1	EHBP1	
KLHL24	1	KLHL24	
MEX3C	1	MEX3C	
RASSF4	1	RASSF4	
PREX1	1	PREX1	
LINC02198	1	LINC02198	
DEF6	1	DEF6	
LMF1	1	LMF1	
NTS	1	NTS	
PTPRK	1	PTPRK	
PEG10	1	PEG10	
LRATD1	1	LRATD1	
LINC01551	1	LINC01551	
HNRNPA1P10	1	HNRNPA1P10	
METTL9	1	METTL9	
EEF2K	1	EEF2K	
PAK3	1	PAK3	
ZNF43	1	ZNF43	
NHLRC4	1	NHLRC4	
TOX2	1	TOX2	
GJB2	1	GJB2	
SNCAIP	1	SNCAIP	
RASA1	1	RASA1	
ANKIB1	1	ANKIB1	
ST6GALNAC6	1	ST6GALNAC6	
C1R	1	C1R	
PHF2	1	PHF2	
SH2D2A	1	SH2D2A	
EN2	1	EN2	
TMEM131L	1	TMEM131L	
CCL11	1	CCL11	
TOP2B	1	TOP2B	
THSD7A	1	THSD7A	
SALL1	1	SALL1	
ARID3A	1	ARID3A	
PABPN1	1	PABPN1	
ANKDD1A	1	ANKDD1A	
CREB5	1	CREB5	
GPR173	1	GPR173	
CADPS2	1	CADPS2	
RPS16	1	RPS16	
SYTL4	1	SYTL4	
ALMS1	1	ALMS1	
OPRL1	1	OPRL1	
MRI1	1	MRI1	
CLGN	1	CLGN	
PLD2	1	PLD2	
PLEKHA6	1	PLEKHA6	
ATF7	1	ATF7	
SECISBP2L	1	SECISBP2L	
ZNF334	1	ZNF334	
DRAXIN	1	DRAXIN	
KDM3A	1	KDM3A	
CILP	1	CILP	
NUDT7	1	NUDT7	
C5	1	C5	
ZBTB7A	1	ZBTB7A	
RCOR2	1	RCOR2	
PCDHB11	1	PCDHB11	
KMT2C	1	KMT2C	
HERC2P9	1	HERC2P9	
EPHB2	1	EPHB2	
MMD	1	MMD	
FBXO31	1	FBXO31	
KLF12	1	KLF12	
ZFP14	1	ZFP14	
TENT5A	1	TENT5A	
ENSG00000233968	1	LOC101928834	
SYT11	1	SYT11	
F2RL2	1	F2RL2	
ADAMTS13	1	ADAMTS13	
JAM3	1	JAM3	
FMO2	1	FMO2	
TMEM163	1	TMEM163	
ZFHX4	1	ZFHX4	
GSTM4	1	GSTM4	
ARPP21	1	ARPP21	
ABL1	1	ABL1	
CUL7	1	CUL7	
MDGA1	1	MDGA1	
ZNF333	1	ZNF333	
C11orf96	1	C11orf96	
SERPINB9P1	1	SERPINB9P1	
TCF7L1	1	TCF7L1	
FOXP1	1	FOXP1	
MSANTD2	1	MSANTD2	
RFK	1	RFK	
NRBF2	1	NRBF2	
ABHD17C	1	ABHD17C	
CKLF	1	CKLF	
SPATA5L1	1	SPATA5L1	
BCL6	1	BCL6	
PAN2	1	PAN2	
HEYL	1	HEYL	
ZNF227	1	ZNF227	
LAMB3	1	LAMB3	
CLK2	1	CLK2	
EIF4B	1	EIF4B	
MAMDC4	1	MAMDC4	
THBD	1	THBD	
DDX60	1	DDX60	
LINC00622	1	LINC00622	
PLPP2	1	PLPP2	
DLG5	1	DLG5	
GREB1	1	GREB1	
NRG2	1	NRG2	
SNTG1	1	SNTG1	
TLR3	1	TLR3	
KCNIP3	1	KCNIP3	
ZNF532	1	ZNF532	
POGZ	1	POGZ	
SLC16A6	1	SLC16A6	
FER	1	FER	
TMCC3	1	TMCC3	
TBX2-AS1	1	TBX2-AS1	
KLRC4	1	KLRC4	
PALMD	1	PALMD	
DDX11	1	DDX11	
GAREM1	1	GAREM1	
KDM5B	1	KDM5B	
H1-0	1	H1-0	
FAM193B	1	FAM193B	
AARS2	1	AARS2	
ITPRIPL2	1	ITPRIPL2	
CXCL1	1	CXCL1	
EVC	1	EVC	
ELF2	1	ELF2	
FEZ1	1	FEZ1	
COMP	1	COMP	
NFIC	1	NFIC	
LINC02693	1	LINC02693	
MACROD1	1	MACROD1	
RASA2	1	RASA2	
BMPR1B	1	BMPR1B	
ZNF37A	1	ZNF37A	
DEPP1	1	DEPP1	
GDNF	1	GDNF	
CLDN7	1	CLDN7	
TPTEP1	1	TPTEP1	
MORF4L1	1	MORF4L1	
CCDC85A	1	CCDC85A	
PKD1P6-NPIPP1	1	PKD1P6-NPIPP1	
STXBP5	1	STXBP5	
RPS29	1	RPS29	
MSX1	1	MSX1	
RBMX	1	RBMX	
SPATA2L	1	SPATA2L	
RADX	1	RADX	
SF3B1	1	SF3B1	
VEGFA	1	VEGFA	
TNS3	1	TNS3	
DAXX	1	DAXX	
GPRC5C	1	GPRC5C	
DHX32	1	DHX32	
SPACA6	1	SPACA6	
ZBTB14	1	ZBTB14	
FHL2	1	FHL2	
MTX3	1	MTX3	
GSTA4	1	GSTA4	
KHNYN	1	KHNYN	
EFR3A	1	EFR3A	
FMNL1	1	FMNL1	
ANGPTL4	1	ANGPTL4	
DPYD	1	DPYD	
UPF2	1	UPF2	
FAM78B	1	FAM78B	
SYTL5	1	SYTL5	
HNRNPA1P48	1	HNRNPA1P48	
TKT	1	TKT	
JAM2	1	JAM2	
C2CD2	1	C2CD2	
ZNF213	1	ZNF213	
STX1B	1	STX1B	
SMG1	1	SMG1	
MTRR	1	MTRR	
FAM171B	1	FAM171B	
ADCY4	1	ADCY4	
TUBGCP5	1	TUBGCP5	
RUSC1	1	RUSC1	
BPTF	1	BPTF	
C1QTNF6	1	C1QTNF6	
CES4A	1	CES4A	
ANKRD36	1	ANKRD36	
DENND4B	1	DENND4B	
LLGL1	1	LLGL1	
AVEN	1	AVEN	
MST1	1	MST1	
SIAH1	1	SIAH1	
ZBTB20	1	ZBTB20	
ARFRP1	1	ARFRP1	
ZSCAN23	1	ZSCAN23	
PNPLA7	1	PNPLA7	
RNF128	1	RNF128	
MFHAS1	1	MFHAS1	
FANK1	1	FANK1	
GATAD2B	1	GATAD2B	
RPL7AP28	1	RPL7AP28	
GLUL	1	GLUL	
VIM	1	VIM	
TTBK2	1	TTBK2	
NEIL1	1	NEIL1	
SLC26A10	1	SLC26A10	
MARK3	1	MARK3	
B3GALT1	1	B3GALT1	
CSTA	1	CSTA	
ZNF221	1	ZNF221	
RBMXL1	1	RBMXL1	
SREK1	1	SREK1	
NOX4	1	NOX4	
CHSY1	1	CHSY1	
MAP3K4	1	MAP3K4	
PTPN14	1	PTPN14	
NTHL1	1	NTHL1	
IPO7	1	IPO7	
SPATS2	1	SPATS2	
PELI3	1	PELI3	
ADH1C	1	ADH1C	
CD63	1	CD63	
CCDC103	1	CCDC103	
ALDH1L2	1	ALDH1L2	
TMEM44	1	TMEM44	
ERMARD	1	ERMARD	
PPM1E	1	PPM1E	
LBH	1	LBH	
KLF9	1	KLF9	
RARG	1	RARG	
PRKAB2	1	PRKAB2	
POU6F1	1	POU6F1	
HDGFL3	1	HDGFL3	
LINC00519	1	LINC00519	
LDB2	1	LDB2	
GPER1	1	GPER1	
PRDM8	1	PRDM8	
RAP2B	1	RAP2B	
ALPK3	1	ALPK3	
SRP14	1	SRP14	
PHETA1	1	PHETA1	
GEMIN8	1	GEMIN8	
BBS2	1	BBS2	
ENSG00000284948	1	LOC254896	
BCAT1	1	BCAT1	
LYPD5	1	LYPD5	
ING4	1	ING4	
RPL4	1	RPL4	
ITGB3	1	ITGB3	
STRA6	1	STRA6	
EHBP1L1	1	EHBP1L1	
PHC1	1	PHC1	
GGCT	1	GGCT	
ADAM12	1	ADAM12	
CEP250	1	CEP250	
NICN1	1	NICN1	
LINC00944	1	LINC00944	
MAZ	1	MAZ	
MGP	1	MGP	
ZNF98	1	ZNF98	
SLC26A4	1	SLC26A4	
RPS25	1	RPS25	
RNF207	1	RNF207	
JAK3	1	JAK3	
IL1B	1	IL1B	
SH3BP2	1	SH3BP2	
ADAM33	1	ADAM33	
TMEM150A	1	TMEM150A	
SLC9A3-AS1	1	SLC9A3-AS1	
RALGPS2	1	RALGPS2	
RGS3	1	RGS3	
PRPS2	1	PRPS2	
PIWIL4	1	PIWIL4	
VPS18	1	VPS18	
IFITM10	1	IFITM10	
NLGN2	1	NLGN2	
CBX6	1	CBX6	
KLHL14	1	KLHL14	
DNAJC12	1	DNAJC12	
WDR41	1	WDR41	
NAP1L2	1	NAP1L2	
MBNL3	1	MBNL3	
ZFP37	1	ZFP37	
NALT1	1	NALT1	
ACE	1	ACE	
LRRC38	1	LRRC38	
MAGED2	1	MAGED2	
ARHGEF1	1	ARHGEF1	
USP19	1	USP19	
EP300	1	EP300	
ABCB9	1	ABCB9	
INMT	1	INMT	
QRICH2	1	QRICH2	
APLF	1	APLF	
RAPGEF5	1	RAPGEF5	
SLC40A1	1	SLC40A1	
GOLGA8H	1	GOLGA8H	
GID8	1	GID8	
MFSD1	1	MFSD1	
CSPG4P10	1	CSPG4P10	
ANKRD13D	1	ANKRD13D	
CAPN3	1	CAPN3	
ZNF93	1	ZNF93	
PCDHB10	1	PCDHB10	
HDAC7	1	HDAC7	
LRRC37A4P	1	LRRC37A4P	
TCF7	1	TCF7	
BACE2	1	BACE2	
KDELR3	1	KDELR3	
TMEM87A	1	TMEM87A	
CCDC144A	1	CCDC144A	
NOP10	1	NOP10	
ENSG00000187186	1	LOC730098	
CEP57	1	CEP57	
TASOR	1	TASOR	
RPLP2	1	RPLP2	
RALB	1	RALB	
ZNF358	1	ZNF358	
LINC02154	1	LINC02154	
DEPTOR	1	DEPTOR	
SEC11A	1	SEC11A	
KLF3	1	KLF3	
STK32A	1	STK32A	
ZNF862	1	ZNF862	
IPMK	1	IPMK	
NTNG2	1	NTNG2	
ZNF768	1	ZNF768	
SEMA4G	1	SEMA4G	
SLC9A1	1	SLC9A1	
SNX30	1	SNX30	
SDHAP2	1	SDHAP2	
VAV2	1	VAV2	
RBM10	1	RBM10	
SOX5	1	SOX5	
OPCML	1	OPCML	
LPCAT4	1	LPCAT4	
TOR1AIP2	1	TOR1AIP2	
ITIH4	1	ITIH4	
PLK3	1	PLK3	
GNAO1	1	GNAO1	
MIRLET7BHG	1	MIRLET7BHG	
CDIN1	1	CDIN1	
RORA	1	RORA	
NF2	1	NF2	
PGAP1	1	PGAP1	
CDO1	1	CDO1	
PITX2	1	PITX2	
HTR1B	1	HTR1B	
TLE2	1	TLE2	
UBTD1	1	UBTD1	
MEIS1	1	MEIS1	
ARL3	1	ARL3	
TCIM	1	TCIM	
NAT14	1	NAT14	
BATF2	1	BATF2	
UGT2B7	1	UGT2B7	
PLA2G6	1	PLA2G6	
PRSS3	1	PRSS3	
RGS10	1	RGS10	
PYGO2	1	PYGO2	
PTP4A2	1	PTP4A2	
KLHL5	1	KLHL5	
TIA1	1	TIA1	
ALAD	1	ALAD	
RFX1	1	RFX1	
CACNA2D1-AS1	1	CACNA2D1-AS1	
OXA1L	1	OXA1L	
FSTL5	1	FSTL5	
VSNL1	1	VSNL1	
FSCN2	1	FSCN2	
TMEM185A	1	TMEM185A	
PRRC1	1	PRRC1	
VAV3	1	VAV3	
PIGQ	1	PIGQ	
CARM1	1	CARM1	
WBP1	1	WBP1	
KIFC2	1	KIFC2	
ZNF467	1	ZNF467	
CORO7	1	CORO7	
HERPUD1	1	HERPUD1	
ARID5A	1	ARID5A	
HSD17B11	1	HSD17B11	
SWAP70	1	SWAP70	
GPR63	1	GPR63	
H3P6	1	H3P6	
SSTR1	1	SSTR1	
CLPX	1	CLPX	
DCSTAMP	1	DCSTAMP	
ZNF486	1	ZNF486	
TBCEL	1	TBCEL	
PART1	1	PART1	
REPS2	1	REPS2	
GOLGA6L5P	1	GOLGA6L5P	
SNHG5	1	SNHG5	
EIF4BP7	1	EIF4BP7	
FOXR2	1	FOXR2	
SPATA6	1	SPATA6	
CD101	1	CD101	
NAMPT	1	NAMPT	
ANKLE1	1	ANKLE1	
CASP7	1	CASP7	
PTGFRN	1	PTGFRN	
HNRNPDL	1	HNRNPDL	
FBL	1	FBL	
PDLIM3	1	PDLIM3	
PLTP	1	PLTP	
KLRK1-AS1	1	KLRK1-AS1	
CADPS	1	CADPS	
ST14	1	ST14	
ZNF302	1	ZNF302	
HAS2-AS1	1	HAS2-AS1	
ITPKA	1	ITPKA	
HAGHL	1	HAGHL	
LINC00377	1	LINC00377	
AQP1	1	AQP1	
NDRG2	1	NDRG2	
LINC01711	1	LINC01711	
KATNAL2	1	KATNAL2	
GALK1	1	GALK1	
LRRC37A3	1	LRRC37A3	
KIAA0753	1	KIAA0753	
ZNF680	1	ZNF680	
MFAP3L	1	MFAP3L	
CALCOCO2	1	CALCOCO2	
PDLIM2	1	PDLIM2	
HERC2P3	1	HERC2P3	
HOXD3	1	HOXD3	
RHOU	1	RHOU	
CREB3L4	1	CREB3L4	
UBE2E2	1	UBE2E2	
NTSR1	1	NTSR1	
ZNF605	1	ZNF605	
RERE	1	RERE	
DNAH1	1	DNAH1	
KBTBD11	1	KBTBD11	
VPS28	1	VPS28	
TCEA2	1	TCEA2	
MAP2	1	MAP2	
KAT8	1	KAT8	
FRAT2	1	FRAT2	
CPXM2	1	CPXM2	
MILR1	1	MILR1	
ITGB8	1	ITGB8	
ZCCHC18	1	ZCCHC18	
SPEN	1	SPEN	
KHDRBS3	1	KHDRBS3	
PER2	1	PER2	
CEP95	1	CEP95	
VIT	1	VIT	
TMEM9	1	TMEM9	
LCMT2	1	LCMT2	
ADGRF4	1	ADGRF4	
LPAR6	1	LPAR6	
IQSEC1	1	IQSEC1	
GLIS1	1	GLIS1	
CCN5	1	CCN5	
LIG3	1	LIG3	
TMEM198B	1	TMEM198B	
MINAR1	1	MINAR1	
SLAMF8	1	SLAMF8	
GMFG	1	GMFG	
FAM162B	1	FAM162B	
CCDC184	1	CCDC184	
ZNF215	1	ZNF215	
CNPY4	1	CNPY4	
ATP6V1G2	1	ATP6V1G2	
CREBZF	1	CREBZF	
TTLL3	1	TTLL3	
SPECC1	1	SPECC1	
TTLL4	1	TTLL4	
GARS1	1	GARS1	
SKIL	1	SKIL	
NDRG1	1	NDRG1	
GSDMD	1	GSDMD	
CIAO1	1	CIAO1	
TCTN2	1	TCTN2	
CCDC68	1	CCDC68	
ADORA2A	1	ADORA2A	
FOXS1	1	FOXS1	
ZNF146	1	ZNF146	
ENSG00000248540	1	LOC283731	
RPL13AP5	1	RPL13AP5	
HCAR1	1	HCAR1	
ZNF273	1	ZNF273	
ANXA2R	1	ANXA2R	
LRFN5	1	LRFN5	
NDN	1	NDN	
CLNS1A	1	CLNS1A	
GCC2	1	GCC2	
PGGHG	1	PGGHG	
TPM2	1	TPM2	
HDAC10	1	HDAC10	
CYRIA	1	CYRIA	
SHFL	1	SHFL	
MICAL2	1	MICAL2	
NCOA2	1	NCOA2	
PLEKHF1	1	PLEKHF1	
SZT2	1	SZT2	
ADRA1D	1	ADRA1D	
SIX4	1	SIX4	
NEFL	1	NEFL	
GOLPH3	1	GOLPH3	
KAT6A	1	KAT6A	
LENG8	1	LENG8	
PANX2	1	PANX2	
ASAP3	1	ASAP3	
DUXAP10	1	DUXAP10	
LRRIQ1	1	LRRIQ1	
PIANP	1	PIANP	
DENND4C	1	DENND4C	
DPP6	1	DPP6	
RPS11	1	RPS11	
ZNF587	1	ZNF587	
NADK2	1	NADK2	
PRKAR2B	1	PRKAR2B	
SH2B1	1	SH2B1	
PBX1	1	PBX1	
KLHDC2	1	KLHDC2	
LINC01091	1	LINC01091	
CASC15	1	CASC15	
ZNF384	1	ZNF384	
FAM91A2P	1	FAM91A2P	
BZW2	1	BZW2	
ACTA2	1	ACTA2	
TSHZ1	1	TSHZ1	
KIAA1549	1	KIAA1549	
SNN	1	SNN	
PCGF1	1	PCGF1	
MAP10	1	MAP10	
ZDHHC1	1	ZDHHC1	
SLC4A7	1	SLC4A7	
LOC102724701	1	LOC102724701	
DTX1	1	DTX1	
LINC02813	1	LINC02813	
MST1P2	1	MST1P2	
RICTOR	1	RICTOR	
RPL10P16	1	RPL10P16	
WARS1	1	WARS1	
GNL1	1	GNL1	
ASPN	1	ASPN	
EHMT2	1	EHMT2	
LINC02256	1	LINC02256	
TSPOAP1	1	TSPOAP1	
ANGPT2	1	ANGPT2	
